date,hours_since_deployment,block,treatment,exclosure_treatment,eggs,1_instars,2_instars,3_instars,4_instars,5_instars,pupae,total_all_stages,percent_survival_all_stages
24-Aug,13,4,prairie,sham,6,0,0,0,0,0,0,6,0.5
24-Aug,19,1,corn,open,11,0,0,0,0,0,0,11,0.917
24-Aug,19,1,corn,closed,11,0,0,0,0,0,0,11,0.917
24-Aug,19,1,corn,sham,12,0,0,0,0,0,0,12,1
24-Aug,19,1,turf,open,8,0,0,0,0,0,0,8,0.667
24-Aug,19,1,turf,closed,10,0,0,0,0,0,0,10,0.833
24-Aug,19,1,turf,sham,7,0,0,0,0,0,0,7,0.875
24-Aug,19,1,soy,open,10,0,0,0,0,0,0,10,0.833
24-Aug,19,1,soy,closed,10,0,0,0,0,0,0,10,0.833
24-Aug,19,1,soy,sham,11,0,0,0,0,0,0,11,0.917
24-Aug,19,1,fallow,open,12,0,0,0,0,0,0,12,1
24-Aug,19,1,fallow,closed,6,0,0,0,0,0,0,6,0.5
24-Aug,19,1,fallow,sham,12,0,0,0,0,0,0,12,1
24-Aug,19,1,prairie,open,6,0,0,0,0,0,0,6,0.5
24-Aug,19,1,prairie,closed,9,0,0,0,0,0,0,9,0.75
24-Aug,19,1,prairie,sham,7,0,0,0,0,0,0,7,0.583
24-Aug,19,2,corn,open,6,0,0,0,0,0,0,6,0.5
24-Aug,19,2,corn,closed,12,0,0,0,0,0,0,12,1
24-Aug,19,2,corn,sham,10,0,0,0,0,0,0,10,0.833
24-Aug,19,2,turf,open,10,0,0,0,0,0,0,10,0.833
24-Aug,19,2,turf,closed,12,0,0,0,0,0,0,12,1
24-Aug,19,2,turf,sham,11,0,0,0,0,0,0,11,0.917
24-Aug,19,2,soy,open,11,0,0,0,0,0,0,11,0.917
24-Aug,19,2,soy,closed,11,0,0,0,0,0,0,11,0.917
24-Aug,19,2,soy,sham,11,0,0,0,0,0,0,11,0.917
24-Aug,19,2,fallow,open,11,0,0,0,0,0,0,11,0.917
24-Aug,19,2,fallow,closed,11,0,0,0,0,0,0,11,0.917
24-Aug,19,2,fallow,sham,5,0,0,0,0,0,0,5,0.417
24-Aug,19,2,prairie,open,0,0,0,0,0,0,0,0,0
24-Aug,19,2,prairie,closed,11,0,0,0,0,0,0,11,0.917
24-Aug,19,2,prairie,sham,9,0,0,0,0,0,0,9,0.667
24-Aug,19,3,corn,open,11,0,0,0,0,0,0,11,0.917
24-Aug,19,3,corn,closed,12,0,0,0,0,0,0,12,1
24-Aug,19,3,corn,sham,11,0,0,0,0,0,0,11,0.917
24-Aug,19,3,turf,open,11,0,0,0,0,0,0,11,0.917
24-Aug,19,3,turf,closed,11,0,0,0,0,0,0,11,0.917
24-Aug,19,3,turf,sham,11,0,0,0,0,0,0,11,0.917
24-Aug,19,3,soy,open,3,0,0,0,0,0,0,3,0.25
24-Aug,19,3,soy,closed,11,0,0,0,0,0,0,11,0.917
24-Aug,19,3,soy,sham,8,0,0,0,0,0,0,8,0.667
24-Aug,19,3,fallow,open,12,0,0,0,0,0,0,12,1
24-Aug,19,3,fallow,closed,12,0,0,0,0,0,0,12,1
24-Aug,19,3,fallow,sham,12,0,0,0,0,0,0,12,1
24-Aug,19,3,prairie,open,1,0,0,0,0,0,0,1,0.083
24-Aug,19,3,prairie,closed,9,0,0,0,0,0,0,9,0.75
24-Aug,19,3,prairie,sham,7,0,0,0,0,0,0,7,0.583
24-Aug,19,4,corn,open,11,0,0,0,0,0,0,11,0.917
24-Aug,19,4,corn,closed,7,0,0,0,0,0,0,7,0.875
24-Aug,19,4,corn,sham,12,0,0,0,0,0,0,12,1
24-Aug,19,4,turf,open,12,0,0,0,0,0,0,12,1
24-Aug,19,4,turf,closed,11,0,0,0,0,0,0,11,0.917
24-Aug,19,4,turf,sham,12,0,0,0,0,0,0,12,1
24-Aug,19,4,soy,open,9,0,0,0,0,0,0,9,0.75
24-Aug,19,4,soy,closed,9,0,0,0,0,0,0,9,0.75
24-Aug,19,4,soy,sham,12,0,0,0,0,0,0,12,1
24-Aug,19,4,fallow,open,11,0,0,0,0,0,0,11,0.917
24-Aug,19,4,fallow,closed,11,0,0,0,0,0,0,11,0.917
24-Aug,19,4,fallow,sham,6,0,0,0,0,0,0,6,0.5
24-Aug,19,4,prairie,open,8,0,0,0,0,0,0,8,0.667
24-Aug,19,4,prairie,closed,12,0,0,0,0,0,0,12,1
24-Aug,19,4,prairie,sham,5,0,0,0,0,0,0,5,0.417
24-Aug,22,1,corn,open,10,0,0,0,0,0,0,10,0.833
24-Aug,22,1,corn,closed,11,0,0,0,0,0,0,11,0.917
24-Aug,22,1,corn,sham,12,0,0,0,0,0,0,12,1
24-Aug,22,1,turf,open,4,0,0,0,0,0,0,4,0.333
24-Aug,22,1,turf,closed,10,0,0,0,0,0,0,10,0.833
24-Aug,22,1,turf,sham,7,0,0,0,0,0,0,7,0.875
24-Aug,22,1,soy,open,10,0,0,0,0,0,0,10,0.833
24-Aug,22,1,soy,closed,9,0,0,0,0,0,0,9,0.75
24-Aug,22,1,soy,sham,11,0,0,0,0,0,0,11,0.917
24-Aug,22,1,fallow,open,12,0,0,0,0,0,0,12,1
24-Aug,22,1,fallow,closed,6,0,0,0,0,0,0,6,0.5
24-Aug,22,1,fallow,sham,12,0,0,0,0,0,0,12,1
24-Aug,22,1,prairie,open,6,0,0,0,0,0,0,6,0.5
24-Aug,22,1,prairie,closed,8,0,0,0,0,0,0,8,0.667
24-Aug,22,1,prairie,sham,7,0,0,0,0,0,0,7,0.583
24-Aug,22,2,corn,open,6,0,0,0,0,0,0,6,0.5
24-Aug,22,2,corn,closed,12,0,0,0,0,0,0,12,1
24-Aug,22,2,corn,sham,10,0,0,0,0,0,0,10,0.833
24-Aug,22,2,turf,open,10,0,0,0,0,0,0,10,0.833
24-Aug,22,2,turf,closed,12,0,0,0,0,0,0,12,1
24-Aug,22,2,turf,sham,11,0,0,0,0,0,0,11,0.917
24-Aug,22,2,soy,open,10,0,0,0,0,0,0,10,0.833
24-Aug,22,2,soy,closed,11,0,0,0,0,0,0,11,0.917
24-Aug,22,2,soy,sham,11,0,0,0,0,0,0,11,0.917
24-Aug,22,2,fallow,open,11,0,0,0,0,0,0,11,0.917
24-Aug,22,2,fallow,closed,11,0,0,0,0,0,0,11,0.917
24-Aug,22,2,fallow,sham,4,0,0,0,0,0,0,4,0.333
24-Aug,22,2,prairie,open,0,0,0,0,0,0,0,0,0
24-Aug,22,2,prairie,closed,11,0,0,0,0,0,0,11,0.917
24-Aug,22,2,prairie,sham,9,0,0,0,0,0,0,9,0.75
24-Aug,22,3,corn,open,11,0,0,0,0,0,0,11,0.917
24-Aug,22,3,corn,closed,12,0,0,0,0,0,0,12,1
24-Aug,22,3,corn,sham,11,0,0,0,0,0,0,11,0.917
24-Aug,22,3,turf,open,11,0,0,0,0,0,0,11,0.917
24-Aug,22,3,turf,closed,11,0,0,0,0,0,0,11,0.917
24-Aug,22,3,turf,sham,11,0,0,0,0,0,0,11,0.917
24-Aug,22,3,soy,open,3,0,0,0,0,0,0,3,0.25
24-Aug,22,3,soy,closed,10,0,0,0,0,0,0,10,0.833
24-Aug,22,3,soy,sham,8,0,0,0,0,0,0,8,0.667
24-Aug,22,3,fallow,open,12,0,0,0,0,0,0,12,1
24-Aug,22,3,fallow,closed,12,0,0,0,0,0,0,12,1
24-Aug,22,3,fallow,sham,12,0,0,0,0,0,0,12,1
24-Aug,22,3,prairie,open,1,0,0,0,0,0,0,1,0.083
24-Aug,22,3,prairie,closed,8,0,0,0,0,0,0,8,0.667
24-Aug,22,3,prairie,sham,6,0,0,0,0,0,0,6,0.5
24-Aug,22,4,corn,open,11,0,0,0,0,0,0,11,0.917
24-Aug,22,4,corn,closed,7,0,0,0,0,0,0,7,0.875
24-Aug,22,4,corn,sham,12,0,0,0,0,0,0,12,1
24-Aug,22,4,turf,open,12,0,0,0,0,0,0,12,1
24-Aug,22,4,turf,closed,11,0,0,0,0,0,0,11,0.917
24-Aug,22,4,turf,sham,12,0,0,0,0,0,0,12,1
24-Aug,22,4,soy,open,9,0,0,0,0,0,0,9,0.75
24-Aug,22,4,soy,closed,9,0,0,0,0,0,0,9,0.75
24-Aug,22,4,soy,sham,12,0,0,0,0,0,0,12,1
24-Aug,22,4,fallow,open,11,0,0,0,0,0,0,11,0.917
24-Aug,22,4,fallow,closed,10,0,0,0,0,0,0,10,0.833
24-Aug,22,4,fallow,sham,6,0,0,0,0,0,0,6,0.5
24-Aug,22,4,prairie,open,7,0,0,0,0,0,0,7,0.583
24-Aug,22,4,prairie,closed,12,0,0,0,0,0,0,12,1
24-Aug,22,4,prairie,sham,2,0,0,0,0,0,0,2,0.167
24-Aug,26,1,corn,open,11,0,0,0,0,0,0,11,0.917
24-Aug,26,1,corn,closed,10,0,0,0,0,0,0,10,0.833
24-Aug,26,1,corn,sham,12,0,0,0,0,0,0,12,1
24-Aug,26,1,soy,open,8,0,0,0,0,0,0,8,0.667
24-Aug,26,1,soy,closed,11,0,0,0,0,0,0,11,0.917
24-Aug,26,1,soy,sham,11,0,0,0,0,0,0,11,0.917
24-Aug,26,1,fallow,open,12,0,0,0,0,0,0,12,1
24-Aug,26,1,fallow,closed,7,0,0,0,0,0,0,7,0.583
24-Aug,26,1,fallow,sham,12,0,0,0,0,0,0,12,1
24-Aug,26,1,turf,open,4,0,0,0,0,0,0,4,0.333
24-Aug,26,1,turf,closed,11,0,0,0,0,0,0,11,0.917
24-Aug,26,1,turf,sham,7,0,0,0,0,0,0,7,0.875
24-Aug,26,1,prairie,open,5,0,0,0,0,0,0,5,0.417
24-Aug,26,1,prairie,closed,7,0,0,0,0,0,0,7,0.583
24-Aug,26,1,prairie,sham,7,0,0,0,0,0,0,7,0.583
24-Aug,26,3,corn,open,11,0,0,0,0,0,0,11,0.917
24-Aug,26,3,corn,closed,12,0,0,0,0,0,0,12,1
24-Aug,26,3,corn,sham,9,0,0,0,0,0,0,9,0.75
24-Aug,26,3,soy,open,3,0,0,0,0,0,0,3,0.25
24-Aug,26,3,soy,closed,9,0,0,0,0,0,0,9,0.75
24-Aug,26,3,soy,sham,8,0,0,0,0,0,0,8,0.667
24-Aug,26,3,fallow,open,12,0,0,0,0,0,0,12,1
24-Aug,26,3,fallow,closed,11,0,0,0,0,0,0,11,0.917
24-Aug,26,3,fallow,sham,11,0,0,0,0,0,0,11,0.917
24-Aug,26,3,turf,open,10,0,0,0,0,0,0,10,0.833
24-Aug,26,3,turf,closed,8,0,0,0,0,0,0,8,0.667
24-Aug,26,3,turf,sham,11,0,0,0,0,0,0,11,0.917
24-Aug,26,3,prairie,open,1,0,0,0,0,0,0,1,0.083
24-Aug,26,3,prairie,closed,8,0,0,0,0,0,0,8,0.667
24-Aug,26,3,prairie,sham,7,0,0,0,0,0,0,7,0.583
24-Aug,26,2,corn,open,5,0,0,0,0,0,0,5,0.417
24-Aug,26,2,corn,closed,12,0,0,0,0,0,0,12,1
24-Aug,26,2,corn,sham,10,0,0,0,0,0,0,10,0.833
24-Aug,26,2,soy,open,10,0,0,0,0,0,0,10,0.833
24-Aug,26,2,soy,closed,11,0,0,0,0,0,0,11,0.917
24-Aug,26,2,soy,sham,9,0,0,0,0,0,0,9,0.75
24-Aug,26,2,fallow,open,11,0,0,0,0,0,0,11,0.917
24-Aug,26,2,fallow,closed,11,0,0,0,0,0,0,11,0.917
24-Aug,26,2,fallow,sham,4,0,0,0,0,0,0,4,0.333
24-Aug,26,2,turf,open,10,0,0,0,0,0,0,10,0.833
24-Aug,26,2,turf,closed,12,0,0,0,0,0,0,12,1
24-Aug,26,2,turf,sham,12,0,0,0,0,0,0,12,1
24-Aug,26,2,prairie,open,0,0,0,0,0,0,0,0,0
24-Aug,26,2,prairie,closed,11,0,0,0,0,0,0,11,0.917
24-Aug,26,2,prairie,sham,9,0,0,0,0,0,0,9,0.75
24-Aug,26,4,corn,open,11,0,0,0,0,0,0,11,0.917
24-Aug,26,4,corn,closed,7,0,0,0,0,0,0,7,0.875
24-Aug,26,4,corn,sham,11,0,0,0,0,0,0,11,0.917
24-Aug,26,4,soy,open,9,0,0,0,0,0,0,9,0.75
24-Aug,26,4,soy,closed,9,0,0,0,0,0,0,9,0.75
24-Aug,26,4,soy,sham,11,0,0,0,0,0,0,11,0.917
24-Aug,26,4,fallow,open,10,0,0,0,0,0,0,10,0.833
24-Aug,26,4,fallow,closed,10,0,0,0,0,0,0,10,0.833
24-Aug,26,4,fallow,sham,6,0,0,0,0,0,0,6,0.5
24-Aug,26,4,turf,open,12,0,0,0,0,0,0,12,1
24-Aug,26,4,turf,closed,11,0,0,0,0,0,0,11,0.917
24-Aug,26,4,turf,sham,12,0,0,0,0,0,0,12,1
24-Aug,26,4,prairie,open,7,0,0,0,0,0,0,7,0.583
24-Aug,26,4,prairie,closed,12,0,0,0,0,0,0,12,1
24-Aug,26,4,prairie,sham,2,0,0,0,0,0,0,2,0.167
25-Aug,49,1,corn,open,9,0,0,0,0,0,0,9,0.75
25-Aug,49,1,corn,closed,10,1,0,0,0,0,0,11,0.917
25-Aug,49,1,corn,sham,11,0,0,0,0,0,0,11,0.917
25-Aug,49,1,soy,open,6,0,0,0,0,0,0,6,0.5
25-Aug,49,1,soy,closed,9,0,0,0,0,0,0,9,0.75
25-Aug,49,1,soy,sham,10,0,0,0,0,0,0,10,0.833
25-Aug,49,1,fallow,open,12,0,0,0,0,0,0,12,1
25-Aug,49,1,fallow,closed,3,0,0,0,0,0,0,3,0.25
25-Aug,49,1,fallow,sham,11,0,0,0,0,0,0,11,0.917
25-Aug,49,1,turf,open,4,0,0,0,0,0,0,4,0.333
25-Aug,49,1,turf,closed,10,0,0,0,0,0,0,10,0.833
25-Aug,49,1,turf,sham,7,0,0,0,0,0,0,7,0.875
25-Aug,49,1,prairie,open,5,0,0,0,0,0,0,5,0.417
25-Aug,49,1,prairie,closed,8,0,0,0,0,0,0,8,0.667
25-Aug,49,1,prairie,sham,4,0,0,0,0,0,0,4,0.333
25-Aug,49,2,corn,open,4,0,0,0,0,0,0,4,0.333
25-Aug,49,2,corn,closed,12,0,0,0,0,0,0,12,1
25-Aug,49,2,corn,sham,8,0,0,0,0,0,0,8,0.667
25-Aug,49,2,soy,open,10,0,0,0,0,0,0,10,0.833
25-Aug,49,2,soy,closed,9,0,0,0,0,0,0,9,0.75
25-Aug,49,2,soy,sham,6,0,0,0,0,0,0,6,0.5
25-Aug,49,2,fallow,open,11,0,0,0,0,0,0,11,0.917
25-Aug,49,2,fallow,closed,11,0,0,0,0,0,0,11,0.917
25-Aug,49,2,fallow,sham,3,0,0,0,0,0,0,3,0.25
25-Aug,49,2,turf,open,9,0,0,0,0,0,0,9,0.75
25-Aug,49,2,turf,closed,12,0,0,0,0,0,0,12,1
25-Aug,49,2,turf,sham,11,0,0,0,0,0,0,11,0.917
25-Aug,49,2,prairie,open,0,0,0,0,0,0,0,0,0
25-Aug,49,2,prairie,closed,10,0,0,0,0,0,0,10,0.833
25-Aug,49,2,prairie,sham,8,0,0,0,0,0,0,8,0.667
25-Aug,49,3,corn,open,11,0,0,0,0,0,0,11,0.917
25-Aug,49,3,corn,closed,11,0,0,0,0,0,0,11,0.917
25-Aug,49,3,corn,sham,6,0,0,0,0,0,0,6,0.5
25-Aug,49,3,soy,open,2,0,0,0,0,0,0,2,0.167
25-Aug,49,3,soy,closed,9,0,0,0,0,0,0,9,0.75
25-Aug,49,3,soy,sham,6,0,0,0,0,0,0,6,0.5
25-Aug,49,3,fallow,open,11,0,0,0,0,0,0,11,0.917
25-Aug,49,3,fallow,closed,8,0,0,0,0,0,0,8,0.667
25-Aug,49,3,fallow,sham,11,0,0,0,0,0,0,11,0.917
25-Aug,49,3,turf,open,8,0,0,0,0,0,0,8,0.667
25-Aug,49,3,turf,closed,8,0,0,0,0,0,0,8,0.667
25-Aug,49,3,turf,sham,11,0,0,0,0,0,0,11,0.917
25-Aug,49,3,prairie,open,1,0,0,0,0,0,0,1,0.083
25-Aug,49,3,prairie,closed,6,0,0,0,0,0,0,6,0.5
25-Aug,49,3,prairie,sham,4,0,0,0,0,0,0,4,0.333
25-Aug,49,4,corn,open,11,0,0,0,0,0,0,11,0.917
25-Aug,49,4,corn,closed,7,0,0,0,0,0,0,7,0.875
25-Aug,49,4,corn,sham,9,0,0,0,0,0,0,9,0.75
25-Aug,49,4,soy,open,9,0,0,0,0,0,0,9,0.75
25-Aug,49,4,soy,closed,9,0,0,0,0,0,0,9,0.75
25-Aug,49,4,soy,sham,12,0,0,0,0,0,0,12,1
25-Aug,49,4,fallow,open,9,0,0,0,0,0,0,9,0.75
25-Aug,49,4,fallow,closed,11,0,0,0,0,0,0,11,0.917
25-Aug,49,4,fallow,sham,2,0,0,0,0,0,0,2,0.167
25-Aug,49,4,turf,open,12,0,0,0,0,0,0,12,1
25-Aug,49,4,turf,closed,10,0,0,0,0,0,0,10,0.833
25-Aug,49,4,turf,sham,10,0,0,0,0,0,0,10,0.833
25-Aug,49,4,prairie,open,5,0,0,0,0,0,0,5,0.417
25-Aug,49,4,prairie,closed,12,0,0,0,0,0,0,12,1
25-Aug,49,4,prairie,sham,2,0,0,0,0,0,0,2,0.167
26-Aug,71,1,corn,open,8,0,0,0,0,0,0,8,0.667
26-Aug,71,1,corn,closed,10,1,0,0,0,0,0,11,0.917
26-Aug,71,1,corn,sham,10,1,0,0,0,0,0,11,0.917
26-Aug,71,1,soy,open,6,0,0,0,0,0,0,6,0.5
26-Aug,71,1,soy,closed,7,0,0,0,0,0,0,7,0.583
26-Aug,71,1,soy,sham,9,1,0,0,0,0,0,10,0.833
26-Aug,71,1,fallow,open,8,2,0,0,0,0,0,10,0.833
26-Aug,71,1,fallow,closed,2,0,0,0,0,0,0,2,0.167
26-Aug,71,1,fallow,sham,8,0,0,0,0,0,0,8,0.667
26-Aug,71,1,turf,open,3,0,0,0,0,0,0,3,0.25
26-Aug,71,1,turf,closed,7,0,0,0,0,0,0,7,0.583
26-Aug,71,1,turf,sham,7,0,0,0,0,0,0,7,0.875
26-Aug,71,1,prairie,open,2,0,0,0,0,0,0,2,0.167
26-Aug,71,1,prairie,closed,7,1,0,0,0,0,0,8,0.667
26-Aug,71,1,prairie,sham,0,0,0,0,0,0,0,0,0
26-Aug,71,2,corn,open,2,0,0,0,0,0,0,2,0.167
26-Aug,71,2,corn,closed,12,0,0,0,0,0,0,12,1
26-Aug,71,2,corn,sham,7,0,0,0,0,0,0,7,0.583
26-Aug,71,2,soy,open,7,0,0,0,0,0,0,7,0.583
26-Aug,71,2,soy,closed,11,0,0,0,0,0,0,11,0.917
26-Aug,71,2,soy,sham,4,0,0,0,0,0,0,4,0.333
26-Aug,71,2,fallow,open,7,1,0,0,0,0,0,8,0.667
26-Aug,71,2,fallow,closed,9,0,0,0,0,0,0,9,0.75
26-Aug,71,2,fallow,sham,2,0,0,0,0,0,0,2,0.167
26-Aug,71,2,turf,open,8,0,0,0,0,0,0,8,0.667
26-Aug,71,2,turf,closed,12,0,0,0,0,0,0,12,1
26-Aug,71,2,turf,sham,11,0,0,0,0,0,0,11,0.917
26-Aug,71,2,prairie,open,0,0,0,0,0,0,0,0,0
26-Aug,71,2,prairie,closed,7,0,0,0,0,0,0,7,0.583
26-Aug,71,2,prairie,sham,4,1,0,0,0,0,0,5,0.417
26-Aug,71,3,corn,open,7,1,0,0,0,0,0,8,0.667
26-Aug,71,3,corn,closed,9,0,0,0,0,0,0,9,0.75
26-Aug,71,3,corn,sham,0,0,0,0,0,0,0,0,0
26-Aug,71,3,soy,open,1,0,0,0,0,0,0,1,0.083
26-Aug,71,3,soy,closed,8,0,0,0,0,0,0,8,0.667
26-Aug,71,3,soy,sham,5,0,0,0,0,0,0,5,0.417
26-Aug,71,3,fallow,open,11,0,0,0,0,0,0,11,0.917
26-Aug,71,3,fallow,closed,10,1,0,0,0,0,0,11,0.917
26-Aug,71,3,fallow,sham,10,0,0,0,0,0,0,10,0.833
26-Aug,71,3,turf,open,5,2,0,0,0,0,0,7,0.583
26-Aug,71,3,turf,closed,7,0,0,0,0,0,0,7,0.583
26-Aug,71,3,turf,sham,8,1,0,0,0,0,0,9,0.75
26-Aug,71,3,prairie,open,0,0,0,0,0,0,0,0,0
26-Aug,71,3,prairie,closed,3,0,0,0,0,0,0,3,0.25
26-Aug,71,3,prairie,sham,1,0,0,0,0,0,0,1,0.083
26-Aug,71,4,corn,open,11,0,0,0,0,0,0,11,0.917
26-Aug,71,4,corn,closed,4,1,0,0,0,0,0,5,0.625
26-Aug,71,4,corn,sham,9,0,0,0,0,0,0,9,0.75
26-Aug,71,4,soy,open,7,0,0,0,0,0,0,7,0.583
26-Aug,71,4,soy,closed,6,1,0,0,0,0,0,7,0.583
26-Aug,71,4,soy,sham,10,2,0,0,0,0,0,12,1
26-Aug,71,4,fallow,open,5,0,0,0,0,0,0,5,0.417
26-Aug,71,4,fallow,closed,9,0,0,0,0,0,0,9,0.75
26-Aug,71,4,fallow,sham,1,0,0,0,0,0,0,1,0.083
